blocker_id,blocker_type,date,year,symbol,company,instrument_id,isin,expected_value,observed_value,source_tier,source_url,source_sha256,severity,root_cause,resolution_status,resolution_source,notes
COUNT_NOT_200:2026-03-10:3503,COUNT_NOT_200,2026-03-10,2026,,,,,200,120,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-03-10:120
COUNT_NOT_200:2026-03-11:3504,COUNT_NOT_200,2026-03-11,2026,,,,,200,120,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-03-11:120
COUNT_NOT_200:2026-03-12:3505,COUNT_NOT_200,2026-03-12,2026,,,,,200,120,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-03-12:120
COUNT_NOT_200:2026-03-13:3506,COUNT_NOT_200,2026-03-13,2026,,,,,200,120,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-03-13:120
COUNT_NOT_200:2026-03-16:3507,COUNT_NOT_200,2026-03-16,2026,,,,,200,120,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-03-16:120
COUNT_NOT_200:2026-03-17:3508,COUNT_NOT_200,2026-03-17,2026,,,,,200,120,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-03-17:120
COUNT_NOT_200:2026-03-18:3509,COUNT_NOT_200,2026-03-18,2026,,,,,200,120,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-03-18:120
COUNT_NOT_200:2026-03-19:3510,COUNT_NOT_200,2026-03-19,2026,,,,,200,120,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-03-19:120
COUNT_NOT_200:2026-03-20:3511,COUNT_NOT_200,2026-03-20,2026,,,,,200,120,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-03-20:120
COUNT_NOT_200:2026-03-23:3512,COUNT_NOT_200,2026-03-23,2026,,,,,200,120,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-03-23:120
COUNT_NOT_200:2026-03-24:3513,COUNT_NOT_200,2026-03-24,2026,,,,,200,120,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-03-24:120
COUNT_NOT_200:2026-03-25:3514,COUNT_NOT_200,2026-03-25,2026,,,,,200,120,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-03-25:120
COUNT_NOT_200:2026-03-27:3515,COUNT_NOT_200,2026-03-27,2026,,,,,200,120,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-03-27:120
COUNT_NOT_200:2026-03-30:3516,COUNT_NOT_200,2026-03-30,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-03-30:122
COUNT_NOT_200:2026-04-01:3517,COUNT_NOT_200,2026-04-01,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-01:122
COUNT_NOT_200:2026-04-02:3518,COUNT_NOT_200,2026-04-02,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-02:122
COUNT_NOT_200:2026-04-06:3519,COUNT_NOT_200,2026-04-06,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-06:122
COUNT_NOT_200:2026-04-07:3520,COUNT_NOT_200,2026-04-07,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-07:122
COUNT_NOT_200:2026-04-08:3521,COUNT_NOT_200,2026-04-08,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-08:122
COUNT_NOT_200:2026-04-09:3522,COUNT_NOT_200,2026-04-09,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-09:122
COUNT_NOT_200:2026-04-10:3523,COUNT_NOT_200,2026-04-10,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-10:122
COUNT_NOT_200:2026-04-13:3524,COUNT_NOT_200,2026-04-13,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-13:122
COUNT_NOT_200:2026-04-15:3525,COUNT_NOT_200,2026-04-15,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-15:122
COUNT_NOT_200:2026-04-16:3526,COUNT_NOT_200,2026-04-16,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-16:122
COUNT_NOT_200:2026-04-17:3527,COUNT_NOT_200,2026-04-17,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-17:122
COUNT_NOT_200:2026-04-20:3528,COUNT_NOT_200,2026-04-20,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-20:122
COUNT_NOT_200:2026-04-21:3529,COUNT_NOT_200,2026-04-21,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-21:122
COUNT_NOT_200:2026-04-22:3530,COUNT_NOT_200,2026-04-22,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-22:122
COUNT_NOT_200:2026-04-23:3531,COUNT_NOT_200,2026-04-23,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-23:122
COUNT_NOT_200:2026-04-24:3532,COUNT_NOT_200,2026-04-24,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-24:122
COUNT_NOT_200:2026-04-27:3533,COUNT_NOT_200,2026-04-27,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-27:122
COUNT_NOT_200:2026-04-28:3534,COUNT_NOT_200,2026-04-28,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-28:122
COUNT_NOT_200:2026-04-29:3535,COUNT_NOT_200,2026-04-29,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-29:122
COUNT_NOT_200:2026-04-30:3536,COUNT_NOT_200,2026-04-30,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-04-30:122
COUNT_NOT_200:2026-05-04:3537,COUNT_NOT_200,2026-05-04,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-04:122
COUNT_NOT_200:2026-05-05:3538,COUNT_NOT_200,2026-05-05,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-05:122
COUNT_NOT_200:2026-05-06:3539,COUNT_NOT_200,2026-05-06,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-06:122
COUNT_NOT_200:2026-05-07:3540,COUNT_NOT_200,2026-05-07,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-07:122
COUNT_NOT_200:2026-05-08:3541,COUNT_NOT_200,2026-05-08,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-08:122
COUNT_NOT_200:2026-05-11:3542,COUNT_NOT_200,2026-05-11,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-11:122
COUNT_NOT_200:2026-05-12:3543,COUNT_NOT_200,2026-05-12,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-12:122
COUNT_NOT_200:2026-05-13:3544,COUNT_NOT_200,2026-05-13,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-13:122
COUNT_NOT_200:2026-05-14:3545,COUNT_NOT_200,2026-05-14,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-14:122
COUNT_NOT_200:2026-05-15:3546,COUNT_NOT_200,2026-05-15,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-15:122
COUNT_NOT_200:2026-05-18:3547,COUNT_NOT_200,2026-05-18,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-18:122
COUNT_NOT_200:2026-05-19:3548,COUNT_NOT_200,2026-05-19,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-19:122
COUNT_NOT_200:2026-05-20:3549,COUNT_NOT_200,2026-05-20,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-20:122
COUNT_NOT_200:2026-05-21:3550,COUNT_NOT_200,2026-05-21,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-21:122
COUNT_NOT_200:2026-05-22:3551,COUNT_NOT_200,2026-05-22,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-22:122
COUNT_NOT_200:2026-05-25:3552,COUNT_NOT_200,2026-05-25,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-25:122
COUNT_NOT_200:2026-05-26:3553,COUNT_NOT_200,2026-05-26,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-26:122
COUNT_NOT_200:2026-05-27:3554,COUNT_NOT_200,2026-05-27,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-27:122
COUNT_NOT_200:2026-05-29:3555,COUNT_NOT_200,2026-05-29,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-05-29:122
COUNT_NOT_200:2026-06-01:3556,COUNT_NOT_200,2026-06-01,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-01:122
COUNT_NOT_200:2026-06-02:3557,COUNT_NOT_200,2026-06-02,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-02:122
COUNT_NOT_200:2026-06-03:3558,COUNT_NOT_200,2026-06-03,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-03:122
COUNT_NOT_200:2026-06-04:3559,COUNT_NOT_200,2026-06-04,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-04:122
COUNT_NOT_200:2026-06-05:3560,COUNT_NOT_200,2026-06-05,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-05:122
COUNT_NOT_200:2026-06-08:3561,COUNT_NOT_200,2026-06-08,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-08:122
COUNT_NOT_200:2026-06-09:3562,COUNT_NOT_200,2026-06-09,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-09:122
COUNT_NOT_200:2026-06-10:3563,COUNT_NOT_200,2026-06-10,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-10:122
COUNT_NOT_200:2026-06-11:3564,COUNT_NOT_200,2026-06-11,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-11:122
COUNT_NOT_200:2026-06-12:3565,COUNT_NOT_200,2026-06-12,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-12:122
COUNT_NOT_200:2026-06-15:3566,COUNT_NOT_200,2026-06-15,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-15:122
COUNT_NOT_200:2026-06-16:3567,COUNT_NOT_200,2026-06-16,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-16:122
COUNT_NOT_200:2026-06-17:3568,COUNT_NOT_200,2026-06-17,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-17:122
COUNT_NOT_200:2026-06-18:3569,COUNT_NOT_200,2026-06-18,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-18:122
COUNT_NOT_200:2026-06-19:3570,COUNT_NOT_200,2026-06-19,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-19:122
COUNT_NOT_200:2026-06-22:3571,COUNT_NOT_200,2026-06-22,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-22:122
COUNT_NOT_200:2026-06-23:3572,COUNT_NOT_200,2026-06-23,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-23:122
COUNT_NOT_200:2026-06-24:3573,COUNT_NOT_200,2026-06-24,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-24:122
COUNT_NOT_200:2026-06-25:3574,COUNT_NOT_200,2026-06-25,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-25:122
COUNT_NOT_200:2026-06-29:3575,COUNT_NOT_200,2026-06-29,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-29:122
COUNT_NOT_200:2026-06-30:3576,COUNT_NOT_200,2026-06-30,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-06-30:122
COUNT_NOT_200:2026-07-01:3577,COUNT_NOT_200,2026-07-01,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-01:122
COUNT_NOT_200:2026-07-02:3578,COUNT_NOT_200,2026-07-02,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-02:122
COUNT_NOT_200:2026-07-03:3579,COUNT_NOT_200,2026-07-03,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-03:122
COUNT_NOT_200:2026-07-06:3580,COUNT_NOT_200,2026-07-06,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-06:122
COUNT_NOT_200:2026-07-07:3581,COUNT_NOT_200,2026-07-07,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-07:122
COUNT_NOT_200:2026-07-08:3582,COUNT_NOT_200,2026-07-08,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-08:122
COUNT_NOT_200:2026-07-09:3583,COUNT_NOT_200,2026-07-09,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-09:122
COUNT_NOT_200:2026-07-10:3584,COUNT_NOT_200,2026-07-10,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-10:122
COUNT_NOT_200:2026-07-13:3585,COUNT_NOT_200,2026-07-13,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-13:122
COUNT_NOT_200:2026-07-14:3586,COUNT_NOT_200,2026-07-14,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-14:122
COUNT_NOT_200:2026-07-15:3587,COUNT_NOT_200,2026-07-15,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-15:122
COUNT_NOT_200:2026-07-16:3588,COUNT_NOT_200,2026-07-16,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-16:122
COUNT_NOT_200:2026-07-17:3589,COUNT_NOT_200,2026-07-17,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-17:122
COUNT_NOT_200:2026-07-20:3590,COUNT_NOT_200,2026-07-20,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-20:122
COUNT_NOT_200:2026-07-21:3591,COUNT_NOT_200,2026-07-21,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-21:122
COUNT_NOT_200:2026-07-22:3592,COUNT_NOT_200,2026-07-22,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-22:122
COUNT_NOT_200:2026-07-23:3593,COUNT_NOT_200,2026-07-23,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-23:122
COUNT_NOT_200:2026-07-24:3594,COUNT_NOT_200,2026-07-24,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-24:122
COUNT_NOT_200:2026-07-27:3595,COUNT_NOT_200,2026-07-27,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-27:122
COUNT_NOT_200:2026-07-28:3596,COUNT_NOT_200,2026-07-28,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-28:122
COUNT_NOT_200:2026-07-29:3597,COUNT_NOT_200,2026-07-29,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-29:122
COUNT_NOT_200:2026-07-30:3598,COUNT_NOT_200,2026-07-30,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-30:122
COUNT_NOT_200:2026-07-31:3599,COUNT_NOT_200,2026-07-31,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-07-31:122
COUNT_NOT_200:2026-08-03:3600,COUNT_NOT_200,2026-08-03,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-08-03:122
COUNT_NOT_200:2026-08-04:3601,COUNT_NOT_200,2026-08-04,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-08-04:122
COUNT_NOT_200:2026-08-05:3602,COUNT_NOT_200,2026-08-05,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-08-05:122
COUNT_NOT_200:2026-08-06:3603,COUNT_NOT_200,2026-08-06,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-08-06:122
COUNT_NOT_200:2026-08-07:3604,COUNT_NOT_200,2026-08-07,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-08-07:122
COUNT_NOT_200:2026-08-10:3605,COUNT_NOT_200,2026-08-10,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-08-10:122
COUNT_NOT_200:2026-08-11:3606,COUNT_NOT_200,2026-08-11,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-08-11:122
COUNT_NOT_200:2026-08-12:3607,COUNT_NOT_200,2026-08-12,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-08-12:122
COUNT_NOT_200:2026-08-13:3608,COUNT_NOT_200,2026-08-13,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-08-13:122
COUNT_NOT_200:2026-08-14:3609,COUNT_NOT_200,2026-08-14,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-08-14:122
COUNT_NOT_200:2026-08-17:3610,COUNT_NOT_200,2026-08-17,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-08-17:122
COUNT_NOT_200:2026-08-18:3611,COUNT_NOT_200,2026-08-18,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-08-18:122
COUNT_NOT_200:2026-08-19:3612,COUNT_NOT_200,2026-08-19,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-08-19:122
COUNT_NOT_200:2026-08-20:3613,COUNT_NOT_200,2026-08-20,2026,,,,,200,122,,,,CRITICAL,Replay intervals do not establish the historical expected security count on this NSE session.,UNRESOLVED,,member_count:2026-08-20:122
MISSING_MEMBERSHIP_HISTORY:2012-04-27:3614,MISSING_MEMBERSHIP_HISTORY,2012-04-27,2012,MRPL,Mangalore Refinery & Petrochemicals Ltd.,NSE-ISIN:INE103A01014,INE103A01014,,,A1,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf,e888c16134d0abfdfed880f8453dcee1556ee2816e02cc7137218f4781bf3e6f,CRITICAL,No earlier canonical ADD/INITIAL_MEMBER for this symbol and index; initial membership versus a missing ADD is not established.,UNRESOLVED,,conflict_type=REMOVAL_OF_ABSENT_MEMBER; required_action=MANUAL_REVIEW; prior_entry_event_hashes=
MISSING_MEMBERSHIP_HISTORY:2012-04-27:3615,MISSING_MEMBERSHIP_HISTORY,2012-04-27,2012,SKSMICRO,SKS Microfinance Ltd.,NSE-ISIN:INE180K01011,INE180K01011,,,A1,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf,e888c16134d0abfdfed880f8453dcee1556ee2816e02cc7137218f4781bf3e6f,CRITICAL,No earlier canonical ADD/INITIAL_MEMBER for this symbol and index; initial membership versus a missing ADD is not established.,UNRESOLVED,,conflict_type=REMOVAL_OF_ABSENT_MEMBER; required_action=MANUAL_REVIEW; prior_entry_event_hashes=
MISSING_MEMBERSHIP_HISTORY:2012-04-27:3616,MISSING_MEMBERSHIP_HISTORY,2012-04-27,2012,BRFL,Bombay Rayon Fashions Ltd.,NSE-ISIN:INE589G01011,INE589G01011,,,A1,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf,e888c16134d0abfdfed880f8453dcee1556ee2816e02cc7137218f4781bf3e6f,CRITICAL,No earlier canonical ADD/INITIAL_MEMBER for this symbol and index; initial membership versus a missing ADD is not established.,UNRESOLVED,,conflict_type=REMOVAL_OF_ABSENT_MEMBER; required_action=MANUAL_REVIEW; prior_entry_event_hashes=
MISSING_MEMBERSHIP_HISTORY:2012-04-27:3617,MISSING_MEMBERSHIP_HISTORY,2012-04-27,2012,CORPBANK,Corporation Bank,NSE-ISIN:INE112A01015,INE112A01015,,,A1,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf,e888c16134d0abfdfed880f8453dcee1556ee2816e02cc7137218f4781bf3e6f,CRITICAL,No earlier canonical ADD/INITIAL_MEMBER for this symbol and index; initial membership versus a missing ADD is not established.,UNRESOLVED,,conflict_type=REMOVAL_OF_ABSENT_MEMBER; required_action=MANUAL_REVIEW; prior_entry_event_hashes=
MISSING_MEMBERSHIP_HISTORY:2012-04-27:3618,MISSING_MEMBERSHIP_HISTORY,2012-04-27,2012,MTNL,Mahanagar Telephone Nigam Ltd.,NSE-ISIN:INE153A01019,INE153A01019,,,A1,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf,e888c16134d0abfdfed880f8453dcee1556ee2816e02cc7137218f4781bf3e6f,CRITICAL,No earlier canonical ADD/INITIAL_MEMBER for this symbol and index; initial membership versus a missing ADD is not established.,UNRESOLVED,,conflict_type=REMOVAL_OF_ABSENT_MEMBER; required_action=MANUAL_REVIEW; prior_entry_event_hashes=
MISSING_MEMBERSHIP_HISTORY:2012-04-27:3619,MISSING_MEMBERSHIP_HISTORY,2012-04-27,2012,NATIONALUM,National Aluminium Co. Ltd.,NSE-ISIN:INE139A01034,INE139A01034,,,A1,https://www.niftyindices.com/Press_Release/ind_prs14032012.pdf,e888c16134d0abfdfed880f8453dcee1556ee2816e02cc7137218f4781bf3e6f,CRITICAL,No earlier canonical ADD/INITIAL_MEMBER for this symbol and index; initial membership versus a missing ADD is not established.,UNRESOLVED,,conflict_type=REMOVAL_OF_ABSENT_MEMBER; required_action=MANUAL_REVIEW; prior_entry_event_hashes=
